new_variables_card_id,image_uri
379,https://img.scryfall.com/cards/large/en/leb/147.jpg?1525123419
380,https://img.scryfall.com/cards/large/en/leb/192.jpg?1525123425
381,https://img.scryfall.com/cards/large/en/leb/108.jpg?1525123438
382,https://img.scryfall.com/cards/large/en/leb/148.jpg?1525123443
383,https://img.scryfall.com/cards/large/en/leb/20.jpg?1525123448
384,https://img.scryfall.com/cards/large/en/leb/193.jpg?1525123456
385,https://img.scryfall.com/cards/large/en/leb/109.jpg?1525123462
386,https://img.scryfall.com/cards/large/en/leb/58.jpg?1525123468
387,https://img.scryfall.com/cards/large/en/leb/150.jpg?1525123476
388,https://img.scryfall.com/cards/large/en/leb/151.jpg?1525124263
389,https://img.scryfall.com/cards/large/en/leb/149.jpg?1525123483
390,https://img.scryfall.com/cards/large/en/leb/152.jpg?1525123495
391,https://img.scryfall.com/cards/large/en/leb/59.jpg?1525123501
392,https://img.scryfall.com/cards/large/en/leb/194.jpg?1525123507
393,https://img.scryfall.com/cards/large/en/leb/244.jpg?1525123515
394,https://img.scryfall.com/cards/large/en/leb/195.jpg?1525123527
395,https://img.scryfall.com/cards/large/en/leb/300.jpg?1525123531
396,https://img.scryfall.com/cards/large/en/leb/301.jpg?1525123537
397,https://img.scryfall.com/cards/large/en/leb/302.jpg?1525123543
398,https://img.scryfall.com/cards/large/en/leb/153.jpg?1525123550
399,https://img.scryfall.com/cards/large/en/leb/110.jpg?1525123556
400,https://img.scryfall.com/cards/large/en/leb/196.jpg?1525124294
401,https://img.scryfall.com/cards/large/en/leb/197.jpg?1525123564
402,https://img.scryfall.com/cards/large/en/leb/245.jpg?1525124305
403,https://img.scryfall.com/cards/large/en/leb/198.jpg?1525123574
404,https://img.scryfall.com/cards/large/en/leb/199.jpg?1525124288
405,https://img.scryfall.com/cards/large/en/leb/246.jpg?1525123591
406,https://img.scryfall.com/cards/large/en/leb/111.jpg?1525123600
407,https://img.scryfall.com/cards/large/en/leb/154.jpg?1525123610
408,https://img.scryfall.com/cards/large/en/leb/155.jpg?1525123617
